id,focus,signal,slack,drag,confidence,score,lane
l001,state pressure,35,33,6,25,213,ship
l002,layout risk,35,34,6,55,245,ship
l003,interaction cost,35,35,6,85,277,ship
l004,view drift,35,36,18,25,183,watch
l005,state pressure,35,37,18,55,215,ship
l006,layout risk,35,38,18,85,247,ship
l007,interaction cost,35,39,34,25,141,watch
l008,view drift,35,40,34,55,173,watch
l009,state pressure,35,41,34,85,205,ship
l010,layout risk,60,42,6,25,331,ship
l011,interaction cost,60,43,6,55,363,ship
l012,view drift,60,44,6,85,395,ship
l013,state pressure,60,45,18,25,301,ship
l014,layout risk,60,46,18,55,333,ship
l015,interaction cost,60,47,18,85,365,ship
l016,view drift,60,48,34,25,259,ship
l017,state pressure,60,32,34,55,257,ship
l018,layout risk,60,33,34,85,289,ship
l019,interaction cost,85,34,6,25,415,ship
l020,view drift,85,35,6,55,447,ship
l021,state pressure,85,36,6,85,479,ship
l022,layout risk,85,37,18,25,385,ship
l023,interaction cost,85,38,18,55,417,ship
l024,view drift,85,39,18,85,449,ship
l025,state pressure,85,40,34,25,343,ship
l026,layout risk,85,41,34,55,375,ship
l027,interaction cost,85,42,34,85,407,ship
